issueType,bankKey,itemId,status,routeKey,surface,field,value,reason
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_059,active,b1_m14,production,production_answer_fields,Stattdessen können Sie mir eine E-Mail schicken. | Stattdessen können Sie mir eine E-Mail schicken. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_060,active,b1_m14,production,production_answer_fields,Also brauche ich eine neue Kopie. | Also brauche ich eine neue Kopie. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_061,active,b1_m14,production,production_answer_fields,Aus diesem Grund bitte ich um Rückmeldung. | Aus diesem Grund bitte ich um Rückmeldung. | [object Object] | [object Object] | [object Object] | [object Object],Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_062,active,b1_m14,production,production_answer_fields,"Falls etwas fehlt, melde ich mich. | Falls etwas fehlt, melde ich mich. | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_065,active,b1_m14,production,production_answer_fields,"Als ich im Büro war, habe ich die Unterlagen abgegeben. | Als ich im Büro war, habe ich die Unterlagen abgegeben. | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_066,active,b1_m14,production,production_answer_fields,"Wenn ich neue Wörter lerne, schreibe ich Beispiele. | Wenn ich neue Wörter lerne, schreibe ich Beispiele. | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_067,active,b1_m14,production,production_answer_fields,"Ich lese den Satz noch einmal, um den Fehler zu finden. | Ich lese den Satz noch einmal, um den Fehler zu finden. | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_069,active,b1_m14,production,production_answer_fields,"Ich bin unsicher, ob ich die Aufgabe richtig verstanden habe. | Ich bin unsicher, ob ich die Aufgabe richtig verstanden habe. | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_076,active,b1_m14,production,production_answer_fields,"Könnten Sie mir sagen, wo der Raum ist? | Könnten Sie mir sagen, wo der Raum ist? | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_077,active,b1_m14,production,production_answer_fields,"Könnten Sie mir sagen, wann der Termin beginnt? | Könnten Sie mir sagen, wann der Termin beginnt? | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
production_auto_grading_risk,b1_m14,v080149_cat14_redemittel_cat14_r_078,active,b1_m14,production,production_answer_fields,"Könnten Sie mir sagen, ob der Termin online stattfindet? | Könnten Sie mir sagen, ob der Termin online stattfindet? | [object Object] | [object Object] | [object Object] | [object Object]",Production card has answer/choice fields that could be confused with auto-grading.
feedback_mismatch_risk,b1_m16,v080149_cat16_collocation_cat16_coll_001,active,b1_m16,correction,answer/feedback,den Betrag überweisen | Ich möchte den Betrag morgen überweisen. | Collocation: use `den Betrag überweisen` for transferring the amount.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m16,v080149_cat16_collocation_cat16_coll_002,active,b1_m16,correction,answer/feedback,"den Betrag prüfen | Könnten Sie den Betrag bitte prüfen? | `Betrag` is the amount of money, not the document or payment method.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m16,v080149_cat16_collocation_cat16_coll_003,active,b1_m16,correction,answer/feedback,den Gesamtbetrag bezahlen | Ich bezahle den Gesamtbetrag per Überweisung. | Collocation: use `den Betrag überweisen` for transferring the amount.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m16,v080149_cat16_collocation_cat16_coll_006,active,b1_m16,correction,answer/feedback,die Kosten tragen | Wer trägt die Kosten? | `Kosten` are costs; usually plural in this meaning.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m16,v080149_cat16_collocation_cat16_coll_008,active,b1_m16,correction,answer/feedback,"einen Beitrag zahlen | Ich zahle den Beitrag monatlich. | `Gebühr` is a fee, often for a service or administration.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m16,v080149_cat16_collocation_cat16_coll_009,active,b1_m16,correction,answer/feedback,den Rechnungsbetrag überweisen | Bitte überweisen Sie den Rechnungsbetrag. | Collocation: use `den Betrag überweisen` for transferring the amount.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m16,v080149_cat16_collocation_cat16_coll_012,active,b1_m16,correction,answer/feedback,"Guthaben auszahlen | Kann das Guthaben ausgezahlt werden? | `Betrag` is the amount of money, not the document or payment method.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m16,v080149_cat16_collocation_cat16_coll_020,active,b1_m16,correction,answer/feedback,"eine Zahlung leisten | Bitte leisten Sie die Zahlung bis Freitag. | `Betrag` is the amount of money, not the document or payment method.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m16,v080149_cat16_collocation_cat16_coll_021,active,b1_m16,correction,answer/feedback,die Zahlung geht ein | Die Zahlung ist eingegangen. | `Zahlung` is the payment; keep legal/payment consequences out of auto-grading.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m16,v080149_cat16_collocation_cat16_coll_022,active,b1_m16,correction,answer/feedback,eine Überweisung tätigen | Ich habe die Überweisung gestern getätigt. | Collocation: use `den Betrag überweisen` for transferring the amount.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m16,v080149_cat16_collocation_cat16_coll_025,active,b1_m16,correction,answer/feedback,Barzahlung akzeptieren | Akzeptieren Sie Barzahlung? | `bar bezahlen` means pay in cash.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m16,v080149_cat16_collocation_cat16_coll_031,active,b1_m16,correction,answer/feedback,"eine Rechnung bezahlen | Ich muss die Rechnung bezahlen. | `Betrag` is the amount of money, not the document or payment method.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m16,v080149_cat16_collocation_cat16_coll_032,active,b1_m16,correction,answer/feedback,"eine Rechnung prüfen | Könnten Sie die Rechnung prüfen? | `Betrag` is the amount of money, not the document or payment method.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m16,v080149_cat16_collocation_cat16_coll_034,active,b1_m16,correction,answer/feedback,einen Beleg aufbewahren | Ich bewahre den Beleg auf. | `Quittung` is the receipt/proof after payment.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m16,v080149_cat16_collocation_cat16_coll_035,active,b1_m16,correction,answer/feedback,Rechnungsnummer angeben | Bitte geben Sie die Rechnungsnummer an. | `Rechnung` is the invoice/bill; it is not the same as a receipt.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m16,v080149_cat16_collocation_cat16_coll_036,active,b1_m16,correction,answer/feedback,Zahlungsnachweis einreichen | Ich reiche einen Zahlungsnachweis ein. | `Zahlung` is the payment; keep legal/payment consequences out of auto-grading.,Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m16,v080149_cat16_collocation_cat16_coll_052,active,b1_m16,correction,answer/feedback,"Bestätigung schicken | Bitte schicken Sie eine Bestätigung. | Money/payment wording needs a clear target: amount, invoice, receipt, payment method or contract language.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m16,v080149_cat16_collocation_cat16_coll_053,active,b1_m16,correction,answer/feedback,"Rückzahlung erhalten | Wann erhalte ich die Rückzahlung? | `Betrag` is the amount of money, not the document or payment method.",Static check found missing or potentially mismatched answer/feedback fields.
feedback_mismatch_risk,b1_m16,v080149_cat16_practice_family_cat16_pf_047,active,b1_m16,production,answer/feedback,self_check | self-marked | Production is practice only: use one clear money/payment phrase and avoid private bank details.,Static check found missing or potentially mismatched answer/feedback fields.
